id	query_id	chunk_id	label
378	11	140	Irrelevant
379	11	247	Irrelevant
380	11	354	Partial
381	11	390	Irrelevant
382	11	590	Irrelevant
383	11	601	Irrelevant
384	11	720	Irrelevant
385	11	721	Partial
386	11	722	Partial
387	11	745	Irrelevant
388	11	839	Irrelevant
389	11	841	Irrelevant
390	11	882	Irrelevant
391	11	915	Irrelevant
392	11	953	Exact
393	11	959	Partial
394	11	1013	Irrelevant
395	11	1018	Irrelevant
396	11	1064	Irrelevant
397	11	1066	Irrelevant
398	11	1077	Partial
399	11	1080	Partial
400	11	1103	Irrelevant
401	11	1141	Irrelevant
402	11	1143	Irrelevant
403	11	1145	Irrelevant
404	11	1151	Partial
405	11	1152	Irrelevant
406	11	1153	Irrelevant
407	11	1154	Irrelevant
408	11	1155	Exact
409	11	1156	Partial
410	11	1158	Irrelevant
411	11	1163	Irrelevant
412	11	1468	Irrelevant
413	11	1667	Irrelevant
414	11	1668	Irrelevant
415	11	1674	Exact
416	11	1710	Irrelevant
417	11	1722	Irrelevant
418	12	96	Partial
419	12	97	Partial
420	12	490	Irrelevant
421	12	677	Irrelevant
422	12	894	Irrelevant
423	12	1027	Partial
424	12	1090	Partial
425	12	1091	Partial
426	12	1092	Partial
427	12	1093	Irrelevant
428	12	1094	Partial
429	12	1095	Partial
430	12	1096	Partial
431	12	1142	Irrelevant
432	12	1143	Irrelevant
433	12	1145	Irrelevant
434	12	1159	Partial
435	12	1160	Partial
436	12	1161	Partial
437	12	1387	Irrelevant
438	12	1556	Partial
439	12	1557	Partial
440	12	1558	Partial
441	12	1577	Partial
442	12	1670	Irrelevant
443	13	143	Irrelevant
444	13	275	Irrelevant
445	13	282	Irrelevant
446	13	296	Irrelevant
447	13	302	Partial
448	13	303	Partial
449	13	304	Irrelevant
450	13	305	Partial
451	13	306	Partial
452	13	307	Partial
453	13	376	Irrelevant
454	13	432	Irrelevant
455	13	512	Irrelevant
456	13	529	Partial
457	13	530	Irrelevant
458	13	531	Partial
459	13	532	Exact
460	13	533	Exact
461	13	534	Exact
462	13	535	Partial
463	13	536	Partial
464	13	537	Partial
465	13	538	Partial
466	13	543	Irrelevant
467	13	561	Irrelevant
468	13	582	Partial
469	13	747	Irrelevant
470	13	776	Irrelevant
471	13	806	Irrelevant
472	13	827	Irrelevant
473	13	942	Irrelevant
474	13	1064	Irrelevant
475	13	1066	Irrelevant
476	13	1465	Irrelevant
477	13	1468	Irrelevant
478	13	1471	Irrelevant
479	13	1508	Irrelevant
480	13	1519	Irrelevant
481	13	1531	Irrelevant
482	13	1586	Irrelevant
483	13	1612	Irrelevant
484	13	1630	Irrelevant
485	13	1643	Irrelevant
486	13	1665	Irrelevant
487	13	1757	Irrelevant
488	13	1766	Irrelevant
489	14	63	Irrelevant
490	14	95	Exact
491	14	158	Partial
492	14	346	Partial
493	14	349	Irrelevant
494	14	449	Irrelevant
495	14	493	Partial
496	14	608	Exact
497	14	610	Partial
498	14	612	Irrelevant
499	14	617	Partial
500	14	788	Partial
501	14	859	Irrelevant
502	14	861	Irrelevant
503	14	899	Irrelevant
504	14	929	Partial
505	14	1026	Exact
506	14	1089	Exact
507	14	1262	Partial
508	14	1285	Irrelevant
509	14	1348	Partial
510	14	1351	Partial
511	14	1352	Partial
512	14	1353	Partial
513	14	1376	Irrelevant
514	14	1384	Irrelevant
515	14	1435	Partial
516	14	1485	Irrelevant
517	14	1504	Partial
518	14	1505	Exact
519	14	1506	Partial
520	14	1507	Exact
521	14	1508	Exact
522	14	1568	Partial
523	14	1619	Irrelevant
524	15	114	Partial
525	15	117	Exact
526	15	118	Irrelevant
527	15	119	Partial
528	15	120	Partial
529	15	121	Partial
530	15	122	Partial
531	15	123	Exact
532	15	125	Partial
533	15	126	Partial
534	15	127	Irrelevant
535	15	135	Irrelevant
536	15	170	Partial
537	15	234	Partial
538	15	262	Partial
539	15	278	Irrelevant
540	15	402	Irrelevant
541	15	425	Irrelevant
542	15	434	Partial
543	15	500	Irrelevant
544	15	720	Irrelevant
545	15	735	Exact
546	15	737	Irrelevant
547	15	756	Partial
548	15	762	Irrelevant
549	15	763	Irrelevant
550	15	902	Irrelevant
551	15	903	Partial
552	15	904	Irrelevant
553	15	1016	Partial
554	15	1023	Partial
555	15	1124	Irrelevant
556	15	1125	Partial
557	15	1169	Exact
558	15	1170	Partial
559	15	1563	Partial
560	15	1679	Partial
561	16	21	Irrelevant
562	16	44	Partial
563	16	90	Irrelevant
564	16	111	Irrelevant
565	16	252	Irrelevant
566	16	597	Irrelevant
567	16	598	Irrelevant
568	16	600	Irrelevant
569	16	829	Partial
570	16	841	Irrelevant
571	16	866	Irrelevant
572	16	914	Irrelevant
573	16	940	Irrelevant
574	16	1115	Irrelevant
575	16	1116	Partial
576	16	1124	Irrelevant
577	16	1131	Irrelevant
578	16	1134	Irrelevant
579	16	1135	Irrelevant
580	16	1136	Irrelevant
581	16	1137	Irrelevant
582	16	1138	Partial
583	16	1149	Irrelevant
584	16	1156	Irrelevant
585	16	1163	Irrelevant
586	16	1539	Partial
587	16	1628	Partial
588	16	1720	Irrelevant
589	17	80	Irrelevant
590	17	165	Irrelevant
591	17	317	Partial
592	17	321	Partial
593	17	541	Irrelevant
594	17	542	Irrelevant
595	17	564	Exact
596	17	565	Partial
597	17	576	Irrelevant
598	17	582	Partial
599	17	583	Partial
600	17	586	Irrelevant
601	17	588	Partial
602	17	825	Irrelevant
603	17	923	Irrelevant
604	17	924	Partial
605	17	1519	Irrelevant
606	17	1595	Partial
607	17	1596	Partial
608	17	1597	Partial
609	17	1598	Partial
610	17	1599	Partial
611	17	1600	Partial
612	17	1601	Irrelevant
613	17	1602	Partial
614	17	1605	Partial
615	17	1606	Partial
616	17	1607	Exact
617	17	1608	Partial
618	17	1609	Partial
619	17	1610	Partial
620	17	1611	Exact
621	17	1613	Partial
622	17	1616	Exact
623	18	47	Partial
624	18	51	Partial
625	18	53	Irrelevant
626	18	71	Irrelevant
627	18	159	Irrelevant
628	18	234	Partial
629	18	247	Partial
630	18	262	Partial
631	18	263	Partial
632	18	331	Irrelevant
633	18	354	Irrelevant
634	18	386	Partial
635	18	387	Partial
636	18	396	Irrelevant
637	18	417	Partial
638	18	434	Irrelevant
639	18	435	Partial
640	18	595	Irrelevant
641	18	706	Irrelevant
642	18	720	Partial
643	18	721	Partial
644	18	722	Exact
645	18	731	Partial
646	18	762	Partial
647	18	775	Irrelevant
648	18	829	Irrelevant
649	18	870	Partial
650	18	918	Irrelevant
651	18	950	Irrelevant
652	18	968	Irrelevant
653	18	1016	Irrelevant
654	18	1017	Partial
655	18	1018	Irrelevant
656	18	1129	Irrelevant
657	18	1131	Irrelevant
658	18	1134	Partial
659	18	1151	Irrelevant
660	18	1152	Irrelevant
661	18	1180	Partial
662	18	1611	Irrelevant
663	18	1635	Partial
664	18	1719	Irrelevant
665	19	96	Exact
666	19	97	Partial
667	19	172	Partial
668	19	351	Irrelevant
669	19	366	Partial
670	19	442	Partial
671	19	445	Exact
672	19	449	Irrelevant
673	19	490	Partial
674	19	608	Partial
675	19	841	Irrelevant
676	19	849	Partial
677	19	859	Partial
678	19	918	Partial
679	19	1024	Partial
680	19	1027	Exact
681	19	1066	Irrelevant
682	19	1090	Exact
683	19	1091	Exact
684	19	1092	Partial
685	19	1093	Partial
686	19	1094	Irrelevant
687	19	1095	Partial
688	19	1096	Partial
689	19	1159	Partial
690	19	1160	Irrelevant
691	19	1161	Partial
692	19	1287	Irrelevant
693	19	1289	Partial
694	19	1387	Partial
695	19	1446	Partial
696	19	1550	Partial
697	19	1555	Irrelevant
698	19	1556	Exact
699	19	1557	Exact
700	19	1558	Exact
701	19	1570	Partial
702	19	1606	Irrelevant
703	20	128	Partial
704	20	214	Irrelevant
705	20	348	Irrelevant
706	20	391	Irrelevant
707	20	532	Irrelevant
708	20	594	Irrelevant
709	20	595	Irrelevant
710	20	716	Irrelevant
711	20	765	Irrelevant
712	20	766	Irrelevant
713	20	768	Irrelevant
714	20	838	Partial
715	20	839	Partial
716	20	846	Irrelevant
717	20	849	Partial
718	20	850	Irrelevant
719	20	852	Partial
720	20	853	Partial
721	20	897	Partial
722	20	899	Irrelevant
723	20	900	Irrelevant
724	20	911	Exact
725	20	912	Exact
726	20	913	Exact
727	20	914	Exact
728	20	915	Exact
729	20	916	Irrelevant
730	20	937	Irrelevant
731	20	973	Irrelevant
732	20	978	Irrelevant
733	20	1045	Irrelevant
734	20	1062	Irrelevant
735	20	1063	Irrelevant
736	20	1157	Partial
737	20	1158	Partial
738	20	1468	Partial
739	20	1501	Irrelevant
740	20	1521	Irrelevant
741	20	1577	Irrelevant
742	20	1621	Irrelevant
743	20	1665	Partial
744	20	1685	Partial
745	21	67	Irrelevant
746	21	156	Exact
747	21	157	Exact
748	21	256	Partial
749	21	282	Irrelevant
750	21	360	Partial
751	21	366	Exact
752	21	367	Partial
753	21	391	Irrelevant
754	21	447	Irrelevant
755	21	479	Irrelevant
756	21	590	Partial
757	21	593	Irrelevant
758	21	597	Irrelevant
759	21	677	Irrelevant
760	21	772	Irrelevant
761	21	777	Irrelevant
762	21	784	Exact
763	21	828	Exact
764	21	835	Irrelevant
765	21	848	Partial
766	21	853	Partial
767	21	866	Partial
768	21	874	Exact
769	21	940	Irrelevant
770	21	945	Irrelevant
771	21	986	Irrelevant
772	21	1013	Irrelevant
773	21	1089	Exact
774	21	1090	Exact
775	21	1091	Exact
776	21	1092	Exact
777	21	1093	Exact
778	21	1094	Partial
779	21	1100	Irrelevant
780	21	1160	Partial
781	21	1172	Irrelevant
782	21	1188	Irrelevant
783	21	1209	Irrelevant
784	21	1311	Irrelevant
785	21	1373	Irrelevant
786	21	1398	Irrelevant
787	21	1419	Partial
788	21	1496	Partial
789	21	1570	Partial
790	21	1578	Partial
791	21	1619	Partial
792	21	1620	Irrelevant
793	21	1624	Irrelevant
794	21	1636	Partial
795	22	17	Exact
796	22	18	Irrelevant
797	22	19	Exact
798	22	69	Irrelevant
799	22	71	Partial
800	22	72	Partial
801	22	254	Irrelevant
802	22	262	Partial
803	22	264	Irrelevant
804	22	270	Partial
805	22	391	Irrelevant
806	22	407	Irrelevant
807	22	508	Irrelevant
808	22	515	Irrelevant
809	22	599	Partial
810	22	706	Partial
811	22	747	Irrelevant
812	22	768	Irrelevant
813	22	828	Exact
814	22	829	Partial
815	22	837	Exact
816	22	838	Exact
817	22	847	Exact
818	22	852	Exact
819	22	853	Exact
820	22	866	Partial
821	22	874	Partial
822	22	888	Partial
823	22	896	Irrelevant
824	22	897	Irrelevant
825	22	898	Irrelevant
826	22	899	Exact
827	22	907	Irrelevant
828	22	909	Partial
829	22	911	Exact
830	22	915	Partial
831	22	932	Partial
832	22	1013	Partial
833	22	1014	Partial
834	22	1077	Irrelevant
835	22	1090	Exact
836	22	1129	Irrelevant
837	22	1165	Irrelevant
838	22	1299	Partial
839	22	1506	Partial
840	22	1556	Exact
841	22	1710	Partial
842	23	19	Partial
843	23	30	Irrelevant
844	23	71	Partial
845	23	75	Irrelevant
846	23	90	Irrelevant
847	23	159	Irrelevant
848	23	253	Irrelevant
849	23	259	Exact
850	23	365	Irrelevant
851	23	366	Irrelevant
852	23	439	Irrelevant
853	23	451	Partial
854	23	598	Partial
855	23	621	Irrelevant
856	23	719	Partial
857	23	722	Exact
858	23	727	Partial
859	23	766	Irrelevant
860	23	768	Irrelevant
861	23	769	Partial
862	23	774	Irrelevant
863	23	808	Irrelevant
864	23	829	Partial
865	23	853	Partial
866	23	862	Partial
867	23	882	Irrelevant
868	23	898	Partial
869	23	918	Irrelevant
870	23	927	Irrelevant
871	23	938	Partial
872	23	1014	Irrelevant
873	23	1018	Irrelevant
874	23	1020	Irrelevant
875	23	1023	Irrelevant
876	23	1033	Partial
877	23	1038	Irrelevant
878	23	1067	Irrelevant
879	23	1094	Irrelevant
880	23	1131	Partial
881	23	1158	Partial
882	23	1178	Partial
883	23	1304	Irrelevant
884	23	1521	Irrelevant
885	23	1570	Irrelevant
886	23	1602	Irrelevant
887	23	1609	Irrelevant
888	23	1657	Irrelevant
889	23	1709	Irrelevant
890	23	1722	Exact
891	24	72	Irrelevant
892	24	82	Irrelevant
893	24	99	Exact
894	24	100	Exact
895	24	126	Irrelevant
896	24	244	Irrelevant
897	24	356	Partial
898	24	357	Partial
899	24	367	Partial
900	24	368	Irrelevant
901	24	370	Partial
902	24	449	Partial
903	24	450	Exact
904	24	451	Exact
905	24	597	Irrelevant
906	24	608	Partial
907	24	610	Exact
908	24	794	Partial
909	24	839	Irrelevant
910	24	859	Partial
911	24	860	Exact
912	24	862	Partial
913	24	864	Irrelevant
914	24	865	Irrelevant
915	24	910	Partial
916	24	912	Irrelevant
917	24	965	Irrelevant
918	24	978	Irrelevant
919	24	979	Irrelevant
920	24	1065	Irrelevant
921	24	1104	Irrelevant
922	24	1107	Partial
923	24	1134	Irrelevant
924	24	1345	Irrelevant
925	24	1363	Irrelevant
926	24	1413	Irrelevant
927	24	1492	Partial
928	24	1554	Exact
929	24	1555	Partial
930	24	1570	Partial
931	24	1619	Exact
932	24	1620	Exact
933	24	1623	Irrelevant
934	24	1640	Irrelevant
935	24	1652	Irrelevant
936	24	1654	Irrelevant
937	24	1668	Irrelevant
938	24	1720	Irrelevant
939	25	88	Irrelevant
940	25	107	Irrelevant
941	25	144	Irrelevant
942	25	232	Exact
943	25	233	Partial
944	25	240	Exact
945	25	257	Irrelevant
946	25	258	Irrelevant
947	25	515	Irrelevant
948	25	534	Irrelevant
949	25	540	Exact
950	25	541	Partial
951	25	542	Irrelevant
952	25	545	Irrelevant
953	25	547	Partial
954	25	548	Partial
955	25	549	Irrelevant
956	25	560	Partial
957	25	565	Partial
958	25	576	Partial
959	25	622	Partial
960	25	752	Irrelevant
961	25	787	Partial
962	25	854	Partial
963	25	923	Partial
964	25	924	Partial
965	25	982	Irrelevant
966	25	1073	Partial
967	25	1139	Irrelevant
968	25	1316	Irrelevant
969	25	1387	Irrelevant
970	25	1456	Partial
971	25	1594	Partial
972	25	1596	Partial
973	25	1599	Irrelevant
974	25	1601	Partial
975	25	1604	Partial
976	25	1610	Partial
977	25	1611	Partial
978	25	1612	Partial
979	25	1614	Partial
980	25	1615	Partial
981	25	1616	Partial
982	25	1660	Exact
983	26	11	Irrelevant
984	26	20	Exact
985	26	22	Exact
986	26	39	Exact
987	26	44	Exact
988	26	45	Exact
989	26	46	Exact
990	26	62	Exact
991	26	78	Partial
992	26	112	Irrelevant
993	26	130	Exact
994	26	131	Exact
995	26	132	Exact
996	26	137	Exact
997	26	248	Exact
998	26	253	Exact
999	26	278	Partial
1000	26	282	Irrelevant
1001	26	589	Irrelevant
1002	26	722	Irrelevant
1003	26	741	Partial
1004	26	831	Irrelevant
1005	26	834	Partial
1006	26	926	Exact
1007	26	927	Partial
1008	26	929	Exact
1009	26	940	Irrelevant
1010	26	945	Irrelevant
1011	26	947	Irrelevant
1012	26	949	Irrelevant
1013	26	1014	Partial
1014	26	1033	Partial
1015	26	1172	Irrelevant
1016	26	1311	Irrelevant
1017	26	1314	Partial
1018	26	1317	Partial
1019	26	1319	Partial
1020	26	1321	Partial
1021	26	1332	Partial
1022	26	1333	Partial
1023	26	1334	Partial
1024	26	1632	Irrelevant
1025	26	1635	Irrelevant
1026	26	1641	Partial
1027	26	1663	Exact
1028	26	1741	Irrelevant
1029	27	30	Exact
1030	27	34	Partial
1031	27	45	Partial
1032	27	54	Exact
1033	27	63	Partial
1034	27	65	Exact
1035	27	67	Partial
1036	27	112	Irrelevant
1037	27	130	Partial
1038	27	132	Partial
1039	27	137	Partial
1040	27	160	Irrelevant
1041	27	231	Partial
1042	27	248	Exact
1043	27	250	Partial
1044	27	253	Exact
1045	27	255	Partial
1046	27	282	Irrelevant
1047	27	439	Irrelevant
1048	27	572	Irrelevant
1049	27	597	Partial
1050	27	599	Partial
1051	27	772	Irrelevant
1052	27	813	Partial
1053	27	866	Exact
1054	27	884	Irrelevant
1055	27	940	Irrelevant
1056	27	945	Irrelevant
1057	27	947	Irrelevant
1058	27	950	Irrelevant
1059	27	971	Irrelevant
1060	27	1014	Exact
1061	27	1037	Irrelevant
1062	27	1129	Exact
1063	27	1172	Irrelevant
1064	27	1307	Exact
1065	27	1311	Irrelevant
1066	27	1381	Irrelevant
1067	27	1406	Irrelevant
1068	27	1554	Irrelevant
1069	27	1567	Partial
1070	27	1645	Exact
1071	27	1663	Irrelevant
1072	27	1712	Exact
1073	27	1713	Exact
1074	27	1714	Exact
1075	27	1717	Exact
1076	27	1740	Irrelevant
1077	27	1771	Irrelevant
1078	28	104	Partial
1079	28	135	Partial
1080	28	226	Irrelevant
1081	28	286	Irrelevant
1082	28	292	Partial
1083	28	293	Partial
1084	28	303	Exact
1085	28	305	Exact
1086	28	321	Exact
1087	28	334	Partial
1088	28	342	Partial
1089	28	347	Partial
1090	28	361	Partial
1091	28	368	Partial
1092	28	371	Partial
1093	28	390	Partial
1094	28	391	Irrelevant
1095	28	395	Irrelevant
1096	28	430	Irrelevant
1097	28	431	Partial
1098	28	459	Partial
1099	28	583	Partial
1100	28	602	Exact
1101	28	604	Exact
1102	28	605	Irrelevant
1103	28	644	Irrelevant
1104	28	724	Partial
1105	28	754	Irrelevant
1106	28	783	Partial
1107	28	884	Irrelevant
1108	28	930	Irrelevant
1109	28	965	Partial
1110	28	1185	Irrelevant
1111	28	1567	Irrelevant
1112	28	1572	Irrelevant
1113	28	1573	Partial
1114	28	1574	Partial
1115	28	1575	Partial
1116	28	1580	Irrelevant
1117	28	1581	Irrelevant
1118	28	1610	Exact
1119	28	1633	Partial
1120	28	1714	Irrelevant
1121	28	1731	Partial
1122	29	94	Partial
1123	29	129	Partial
1124	29	146	Irrelevant
1125	29	160	Irrelevant
1126	29	162	Irrelevant
1127	29	320	Exact
1128	29	391	Partial
1129	29	447	Partial
1130	29	593	Exact
1131	29	601	Exact
1132	29	606	Partial
1133	29	615	Exact
1134	29	617	Exact
1135	29	621	Exact
1136	29	716	Exact
1137	29	768	Partial
1138	29	780	Irrelevant
1139	29	857	Exact
1140	29	882	Exact
1141	29	889	Partial
1142	29	896	Irrelevant
1143	29	897	Irrelevant
1144	29	899	Partial
1145	29	915	Exact
1146	29	928	Partial
1147	29	946	Exact
1148	29	990	Exact
1149	29	1013	Partial
1150	29	1024	Partial
1151	29	1064	Exact
1152	29	1075	Irrelevant
1153	29	1103	Exact
1154	29	1304	Exact
1155	29	1309	Exact
1156	29	1314	Exact
1157	29	1468	Exact
1158	29	1506	Partial
1159	29	1525	Irrelevant
1160	29	1555	Exact
1161	29	1616	Exact
1162	29	1618	Irrelevant
1163	29	1665	Exact
1164	29	1666	Partial
1165	29	1667	Exact
1166	29	1668	Exact
1167	29	1768	Irrelevant
1168	30	90	Irrelevant
1169	30	93	Partial
1170	30	125	Irrelevant
1171	30	143	Irrelevant
1172	30	250	Partial
1173	30	251	Partial
1174	30	254	Exact
1175	30	330	Irrelevant
1176	30	332	Partial
1177	30	334	Irrelevant
1178	30	351	Partial
1179	30	360	Partial
1180	30	376	Irrelevant
1181	30	445	Irrelevant
1182	30	513	Partial
